PERMNO,DATE,n,RET,b_mkt,alpha,ivol,tvol,R2,exret
23309,1/21/2005,248,-2.77%,1.1206,0.0062,4.52%,5.53%,33.10%,-1.30%
23309,1/28/2005,249,0.93%,1.1206,0.0062,4.51%,5.52%,33.10%,0.62%
23318,1/7/2005,246,6.87%,1.2609,0.0014,5.79%,6.82%,27.78%,10.19%
23318,1/14/2005,247,-2.78%,1.2608,0.0012,5.78%,6.81%,27.76%,-2.82%
23318,1/21/2005,248,-1.56%,1.2608,0.0012,5.77%,6.79%,27.78%,0.09%
23318,1/28/2005,249,-3.46%,1.2603,0.0011,5.77%,6.78%,27.72%,-3.81%
23326,1/7/2005,246,-5.08%,0.5398,0.0027,3.16%,3.51%,19.17%,-3.71%
23326,1/14/2005,247,-3.63%,0.5397,0.0026,3.16%,3.52%,19.06%,-3.67%
23326,1/21/2005,248,1.45%,0.5385,0.0026,3.16%,3.51%,18.98%,2.13%
23326,1/28/2005,249,0.37%,0.5385,0.0026,3.15%,3.50%,18.98%,0.20%
23393,1/7/2005,246,-1.34%,0.4487,0.0051,3.89%,4.09%,9.76%,-0.20%
23393,1/14/2005,247,-2.29%,0.4487,0.005,3.89%,4.09%,9.73%,-2.33%
23393,1/21/2005,248,0.71%,0.4482,0.005,3.88%,4.08%,9.72%,1.28%
23393,1/28/2005,249,4.53%,0.4487,0.0051,3.88%,4.08%,9.71%,4.38%
23472,1/7/2005,246,-1.04%,0.2674,0.0033,8.71%,8.74%,0.76%,-0.38%
23472,1/14/2005,247,0.00%,0.2674,0.0033,8.69%,8.73%,0.76%,-0.04%
23472,1/21/2005,248,0.26%,0.2673,0.0033,8.68%,8.71%,0.76%,0.59%
23472,1/28/2005,249,2.36%,0.2675,0.0034,8.66%,8.69%,0.76%,2.26%
23473,1/7/2005,246,1.02%,0.5183,0.0025,3.24%,3.56%,17.24%,2.35%
23473,1/14/2005,247,-1.23%,0.5183,0.0025,3.23%,3.55%,17.22%,-1.27%
23473,1/21/2005,248,-0.82%,0.5186,0.0025,3.23%,3.55%,17.25%,-0.16%
23473,1/28/2005,249,-1.62%,0.5183,0.0024,3.22%,3.54%,17.21%,-1.79%
23501,1/7/2005,246,-2.67%,0.3546,0.0014,3.14%,3.30%,9.38%,-1.78%
23501,1/14/2005,247,0.96%,0.3546,0.0014,3.13%,3.29%,9.38%,0.92%
23501,1/21/2005,248,0.48%,0.3541,0.0014,3.13%,3.29%,9.36%,0.92%
23501,1/28/2005,249,2.19%,0.3544,0.0015,3.12%,3.28%,9.36%,2.06%
23536,1/7/2005,246,-0.03%,0.2814,0.0032,2.94%,3.05%,6.92%,0.67%
23536,1/14/2005,247,1.34%,0.2814,0.0032,2.94%,3.04%,6.92%,1.30%
23536,1/21/2005,248,-1.08%,0.2821,0.0032,2.93%,3.04%,6.95%,-0.74%
23536,1/28/2005,249,0.47%,0.2821,0.0032,2.92%,3.03%,6.95%,0.36%
23537,1/7/2005,246,-2.68%,0.5408,-0.0026,6.17%,6.36%,5.88%,-1.29%
23537,1/14/2005,247,-1.15%,0.5407,-0.0026,6.15%,6.34%,5.88%,-1.19%
23537,1/21/2005,248,1.16%,0.5394,-0.0025,6.14%,6.33%,5.85%,1.85%
23537,1/28/2005,249,-3.50%,0.5389,-0.0027,6.13%,6.32%,5.83%,-3.67%
23552,1/7/2005,246,-15.75%,0.9263,0.0014,7.46%,7.92%,11.12%,-13.39%
23552,1/14/2005,247,3.61%,0.9263,0.0015,7.45%,7.90%,11.11%,3.57%
23552,1/21/2005,248,-1.90%,0.9269,0.0015,7.44%,7.89%,11.13%,-0.69%
23552,1/28/2005,249,2.26%,0.9272,0.0015,7.42%,7.87%,11.13%,1.99%
23579,1/7/2005,246,-5.12%,0.5592,0.002,4.18%,4.47%,12.69%,-3.70%
23579,1/14/2005,247,2.86%,0.5593,0.0021,4.18%,4.47%,12.67%,2.82%
23579,1/21/2005,248,-3.85%,0.5614,0.0019,4.17%,4.47%,12.74%,-3.13%
23579,1/28/2005,249,2.02%,0.5617,0.002,4.17%,4.46%,12.74%,1.84%
23660,1/7/2005,246,-0.21%,1.033,0.0036,4.26%,5.18%,32.30%,2.49%
23660,1/14/2005,247,-1.01%,1.033,0.0036,4.25%,5.17%,32.29%,-1.05%
23660,1/21/2005,248,-1.15%,1.0331,0.0036,4.25%,5.16%,32.31%,0.19%
23660,1/28/2005,249,1.21%,1.0332,0.0036,4.24%,5.15%,32.31%,0.92%
23712,1/7/2005,246,-4.06%,0.3102,0.0036,4.12%,4.21%,4.40%,-3.29%
23712,1/14/2005,247,2.30%,0.3102,0.0037,4.11%,4.21%,4.40%,2.25%
23712,1/21/2005,248,-1.02%,0.3109,0.0036,4.11%,4.20%,4.42%,-0.64%
23712,1/28/2005,249,3.80%,0.3113,0.0037,4.10%,4.20%,4.42%,3.68%
23799,1/7/2005,246,-10.99%,0.9365,0.0033,7.03%,7.52%,12.58%,-8.59%
23799,1/14/2005,247,-0.18%,0.9365,0.0033,7.02%,7.51%,12.58%,-0.22%
23799,1/21/2005,248,-1.94%,0.9372,0.0033,7.01%,7.49%,12.60%,-0.73%
23799,1/28/2005,249,1.08%,0.9372,0.0033,6.99%,7.48%,12.61%,0.81%
23819,1/7/2005,246,-3.21%,0.85,0.0031,6.86%,7.28%,11.07%,-1.01%
23819,1/14/2005,247,8.74%,0.8501,0.0034,6.87%,7.28%,11.02%,8.70%
23819,1/21/2005,248,1.21%,0.8489,0.0035,6.86%,7.27%,10.99%,2.31%
23819,1/28/2005,249,-2.30%,0.8484,0.0034,6.85%,7.26%,10.98%,-2.55%
23835,1/7/2005,246,-4.05%,0.4022,0.0037,3.49%,3.67%,9.73%,-3.04%
23835,1/14/2005,247,3.71%,0.4023,0.0038,3.49%,3.67%,9.70%,3.67%
23835,1/21/2005,248,-0.94%,0.4028,0.0038,3.48%,3.67%,9.73%,-0.44%
23835,1/28/2005,249,0.11%,0.4028,0.0037,3.48%,3.66%,9.73%,-0.03%
23887,1/7/2005,246,0.44%,0.5647,0.0015,5.49%,5.72%,7.91%,1.89%
23887,1/14/2005,247,-1.52%,0.5647,0.0014,5.48%,5.71%,7.91%,-1.56%
23887,1/21/2005,248,-3.01%,0.5662,0.0013,5.47%,5.70%,7.95%,-2.28%
23887,1/28/2005,249,0.98%,0.5663,0.0014,5.46%,5.69%,7.95%,0.80%
23915,1/7/2005,246,-3.84%,0.9843,0.0022,5.32%,6.01%,21.77%,-1.29%
23915,1/14/2005,247,-1.39%,0.9843,0.0021,5.31%,6.00%,21.76%,-1.43%
23915,1/21/2005,248,-5.82%,0.9874,0.002,5.31%,6.00%,21.82%,-4.54%
23915,1/28/2005,249,-3.41%,0.9868,0.0018,5.30%,5.99%,21.77%,-3.69%
23916,1/7/2005,246,-3.09%,0.4965,0.0045,3.80%,4.06%,12.16%,-1.82%
23916,1/14/2005,247,0.53%,0.4965,0.0045,3.80%,4.05%,12.16%,0.49%
23916,1/21/2005,248,0.57%,0.496,0.0045,3.79%,4.04%,12.14%,1.20%
23916,1/28/2005,249,-0.14%,0.4959,0.0045,3.78%,4.03%,12.14%,-0.31%
23931,1/7/2005,246,-4.29%,0.4646,0.0023,5.42%,5.58%,5.64%,-3.11%
23931,1/14/2005,247,3.04%,0.4647,0.0025,5.41%,5.57%,5.63%,3.00%
23931,1/21/2005,248,0.50%,0.4642,0.0025,5.40%,5.56%,5.62%,1.09%
23931,1/28/2005,249,0.11%,0.4641,0.0025,5.39%,5.55%,5.62%,-0.04%
23975,1/7/2005,246,-8.09%,0.5255,0.0048,3.29%,3.61%,17.17%,-6.77%
23975,1/14/2005,247,7.15%,0.5257,0.0051,3.31%,3.63%,16.95%,7.11%
23975,1/21/2005,248,-1.28%,0.5264,0.005,3.30%,3.63%,16.99%,-0.61%
23975,1/28/2005,249,0.09%,0.5263,0.005,3.30%,3.62%,16.98%,-0.08%
23990,1/7/2005,246,-4.05%,0.7944,0.002,4.64%,5.17%,19.20%,-2.00%
23990,1/14/2005,247,1.39%,0.7944,0.002,4.63%,5.16%,19.20%,1.35%
23990,1/21/2005,248,-1.46%,0.7948,0.002,4.63%,5.15%,19.23%,-0.44%
23990,1/28/2005,249,3.04%,0.7952,0.0021,4.62%,5.14%,19.22%,2.81%
24010,1/7/2005,246,-3.97%,0.2224,0.0054,3.51%,3.56%,3.16%,-3.43%
24010,1/14/2005,247,2.45%,0.2225,0.0054,3.50%,3.56%,3.16%,2.41%
24010,1/21/2005,248,0.30%,0.2225,0.0054,3.49%,3.55%,3.16%,0.57%
24010,1/28/2005,249,4.26%,0.223,0.0056,3.50%,3.55%,3.16%,4.16%
24046,1/7/2005,246,-4.78%,1.1655,-0.0021,4.70%,5.75%,33.33%,-1.75%
24046,1/14/2005,247,0.34%,1.1655,-0.0021,4.69%,5.74%,33.33%,0.30%
24046,1/21/2005,248,-0.09%,1.1645,-0.002,4.68%,5.73%,33.30%,1.43%
24046,1/28/2005,249,1.06%,1.1646,-0.002,4.67%,5.72%,33.30%,0.74%
24053,1/7/2005,246,-3.15%,0.4142,0.0031,3.95%,4.12%,8.20%,-2.10%
24053,1/14/2005,247,0.90%,0.4142,0.0032,3.94%,4.11%,8.20%,0.86%
24053,1/21/2005,248,0.67%,0.4137,0.0032,3.93%,4.11%,8.18%,1.19%
24053,1/28/2005,249,1.56%,0.4138,0.0032,3.93%,4.10%,8.18%,1.41%
24096,1/7/2005,246,-0.71%,0.3447,0.0019,3.13%,3.28%,8.98%,0.16%
24096,1/14/2005,247,-1.00%,0.3447,0.0018,3.12%,3.27%,8.97%,-1.04%
24096,1/21/2005,248,-0.50%,0.3448,0.0018,3.12%,3.27%,8.99%,-0.07%
24096,1/28/2005,249,0.70%,0.3449,0.0018,3.11%,3.26%,8.99%,0.57%
24097,1/7/2005,246,-6.72%,0.4323,0.0124,11.68%,11.75%,1.10%,-5.64%
24097,1/14/2005,247,-3.36%,0.4322,0.0122,11.66%,11.73%,1.10%,-3.40%
24097,1/21/2005,248,-1.99%,0.4339,0.0121,11.64%,11.70%,1.11%,-1.44%
24097,1/28/2005,249,10.79%,0.4353,0.0125,11.63%,11.70%,1.11%,10.64%
24109,1/7/2005,246,-2.82%,0.3347,0.0024,4.90%,4.99%,3.65%,-1.99%
24109,1/14/2005,247,3.60%,0.3347,0.0025,4.90%,4.99%,3.64%,3.56%
24109,1/21/2005,248,-2.43%,0.3362,0.0025,4.89%,4.98%,3.67%,-2.02%
24109,1/28/2005,249,4.92%,0.3369,0.0026,4.89%,4.98%,3.68%,4.80%
24193,1/7/2005,246,2.04%,0.6267,0.011,11.22%,11.36%,2.47%,3.66%
24193,1/14/2005,247,-3.07%,0.6266,0.0108,11.20%,11.34%,2.47%,-3.11%
24193,1/21/2005,248,-0.96%,0.6274,0.0107,11.18%,11.32%,2.48%,-0.16%
24193,1/28/2005,249,-1.39%,0.627,0.0106,11.16%,11.30%,2.47%,-1.58%
24205,1/7/2005,246,-2.22%,0.2257,0.0033,3.04%,3.10%,4.29%,-1.67%
24205,1/14/2005,247,0.21%,0.2257,0.0033,3.03%,3.10%,4.29%,0.17%
24205,1/21/2005,248,1.87%,0.2245,0.0034,3.03%,3.09%,4.25%,2.14%
24205,1/28/2005,249,1.27%,0.2246,0.0034,3.02%,3.09%,4.25%,1.18%
24221,1/7/2005,246,0.09%,0.374,0.0026,4.39%,4.51%,5.58%,1.04%
24221,1/14/2005,247,1.46%,0.374,0.0027,4.38%,4.50%,5.58%,1.42%
24221,1/21/2005,248,0.56%,0.3735,0.0027,4.37%,4.50%,5.57%,1.03%
24221,1/28/2005,249,8.89%,0.3748,0.003,4.39%,4.52%,5.52%,8.76%
24248,1/7/2005,246,2.99%,0.4537,0.0043,3.81%,4.03%,10.30%,4.16%
24248,1/14/2005,247,8.08%,0.4539,0.0046,3.84%,4.05%,10.16%,8.04%
24248,1/21/2005,248,-1.05%,0.4545,0.0045,3.83%,4.04%,10.19%,-0.48%
24248,1/28/2005,249,2.50%,0.4548,0.0046,3.82%,4.04%,10.19%,2.34%
24264,1/7/2005,246,-7.01%,0.7919,0.002,3.94%,4.54%,24.72%,-4.98%
24264,1/14/2005,247,2.81%,0.7919,0.0021,3.93%,4.53%,24.69%,2.77%
24264,1/21/2005,248,-7.15%,0.796,0.0018,3.95%,4.55%,24.71%,-6.12%
24264,1/28/2005,249,1.11%,0.7961,0.0019,3.94%,4.54%,24.71%,0.87%
24272,1/7/2005,246,-5.28%,0.5673,0.0035,3.02%,3.42%,22.29%,-3.83%
24272,1/14/2005,247,4.07%,0.5674,0.0036,3.02%,3.43%,22.19%,4.03%
24272,1/21/2005,248,0.28%,0.5669,0.0037,3.02%,3.42%,22.17%,1.00%
24272,1/28/2005,249,3.88%,0.5674,0.0038,3.02%,3.42%,22.12%,3.70%
24328,1/7/2005,246,-3.00%,0.3579,0.0055,3.00%,3.17%,10.34%,-2.10%
24328,1/14/2005,247,-0.66%,0.3579,0.0055,3.00%,3.17%,10.33%,-0.70%
24328,1/21/2005,248,-2.19%,0.3593,0.0054,3.00%,3.16%,10.39%,-1.74%
24328,1/28/2005,249,-0.96%,0.3591,0.0053,2.99%,3.16%,10.37%,-1.09%
24360,1/7/2005,246,-1.85%,0.333,0.0035,3.05%,3.19%,8.82%,-1.02%
24360,1/14/2005,247,1.21%,0.333,0.0035,3.04%,3.19%,8.82%,1.17%
24360,1/21/2005,248,0.39%,0.3327,0.0035,3.04%,3.18%,8.81%,0.80%
24360,1/28/2005,249,1.39%,0.3328,0.0035,3.03%,3.18%,8.82%,1.27%
24432,1/7/2005,246,-1.55%,0.3896,0.0029,3.34%,3.52%,9.94%,-0.57%
24432,1/14/2005,247,1.24%,0.3896,0.0029,3.34%,3.51%,9.94%,1.20%
24432,1/21/2005,248,-1.86%,0.3907,0.0029,3.33%,3.51%,9.99%,-1.37%
24432,1/28/2005,249,1.32%,0.3908,0.0029,3.32%,3.50%,9.99%,1.18%
24440,1/7/2005,246,-2.93%,0.2125,0.0025,2.90%,2.96%,4.18%,-2.42%
24440,1/14/2005,247,1.77%,0.2126,0.0025,2.89%,2.96%,4.18%,1.73%
24440,1/21/2005,248,-0.39%,0.2128,0.0025,2.89%,2.95%,4.19%,-0.14%
24440,1/28/2005,249,0.66%,0.2129,0.0025,2.88%,2.95%,4.19%,0.57%
24441,1/7/2005,246,-10.18%,0.4155,0.0059,11.85%,11.91%,0.99%,-9.15%
24441,1/14/2005,247,1.70%,0.4156,0.006,11.83%,11.89%,0.99%,1.66%
24441,1/21/2005,248,6.13%,0.4116,0.0062,11.81%,11.87%,0.97%,6.65%
24441,1/28/2005,249,-7.09%,0.4105,0.0059,11.80%,11.86%,0.96%,-7.23%
24459,1/7/2005,246,-3.50%,0.6705,0.0006,3.49%,3.98%,23.04%,-1.78%
24459,1/14/2005,247,1.32%,0.6705,0.0007,3.49%,3.97%,23.03%,1.28%
24459,1/21/2005,248,-1.66%,0.6711,0.0006,3.48%,3.97%,23.07%,-0.79%
24459,1/28/2005,249,-1.26%,0.6708,0.0006,3.47%,3.96%,23.05%,-1.46%
24476,1/7/2005,246,-6.57%,1.9517,0.0005,7.81%,9.59%,33.64%,-1.46%
24476,1/14/2005,247,3.66%,1.9518,0.0007,7.80%,9.57%,33.62%,3.62%
24476,1/21/2005,248,-1.53%,1.9512,0.0007,7.78%,9.55%,33.62%,1.05%
24476,1/28/2005,249,2.34%,1.9514,0.0008,7.77%,9.54%,33.62%,1.82%
24548,1/7/2005,246,-1.37%,2.3013,-0.0014,11.93%,13.62%,23.20%,4.68%
24548,1/14/2005,247,-3.61%,2.3012,-0.0016,11.91%,13.59%,23.19%,-3.65%
24548,1/21/2005,248,-3.46%,2.3014,-0.0016,11.89%,13.56%,23.21%,-0.42%
24548,1/28/2005,249,-5.67%,2.3005,-0.0018,11.87%,13.54%,23.17%,-6.28%
24563,1/7/2005,246,-2.35%,0.1742,0.0051,6.11%,6.13%,0.65%,-1.94%
24563,1/14/2005,247,1.21%,0.1742,0.0052,6.10%,6.12%,0.65%,1.17%
24563,1/21/2005,248,1.94%,0.1732,0.0052,6.09%,6.11%,0.65%,2.14%
24563,1/28/2005,249,4.47%,0.1737,0.0054,6.08%,6.10%,0.65%,4.39%
24572,1/7/2005,246,3.80%,0.8734,0.004,7.84%,8.23%,9.15%,6.09%
24572,1/14/2005,247,0.16%,0.8734,0.004,7.83%,8.21%,9.15%,0.12%
24572,1/21/2005,248,1.43%,0.872,0.0041,7.81%,8.20%,9.13%,2.56%
24572,1/28/2005,249,-5.96%,0.8711,0.0038,7.81%,8.19%,9.08%,-6.21%
24628,1/7/2005,246,-3.72%,0.4884,0.0045,3.58%,3.84%,13.16%,-2.48%
24628,1/14/2005,247,-2.15%,0.4884,0.0044,3.57%,3.83%,13.13%,-2.19%
24628,1/21/2005,248,0.25%,0.4881,0.0045,3.56%,3.82%,13.13%,0.87%
24628,1/28/2005,249,0.01%,0.488,0.0044,3.56%,3.82%,13.12%,-0.15%
24643,1/7/2005,246,-2.32%,0.9952,0.0009,4.58%,5.38%,27.75%,0.26%
24643,1/14/2005,247,-2.57%,0.9951,0.0008,4.57%,5.38%,27.72%,-2.62%
24643,1/21/2005,248,-3.24%,0.9964,0.0007,4.56%,5.37%,27.77%,-1.95%
24643,1/28/2005,249,0.14%,0.9964,0.0007,4.55%,5.36%,27.77%,-0.15%
24766,1/7/2005,246,-2.41%,0.1773,0.0043,4.27%,4.30%,1.38%,-1.99%
24766,1/14/2005,247,-0.77%,0.1772,0.0043,4.26%,4.29%,1.38%,-0.81%
24766,1/21/2005,248,-2.15%,0.1788,0.0042,4.25%,4.28%,1.40%,-1.94%
24766,1/28/2005,249,0.50%,0.1788,0.0042,4.24%,4.27%,1.40%,0.42%
24803,1/7/2005,246,-12.09%,0.3817,-0.0029,6.90%,6.98%,2.43%,-11.16%
24803,1/14/2005,247,-1.75%,0.3817,-0.003,6.89%,6.97%,2.42%,-1.79%
24803,1/21/2005,248,-4.07%,0.3838,-0.0031,6.87%,6.96%,2.45%,-3.59%
24803,1/28/2005,249,-0.80%,0.3837,-0.0032,6.86%,6.95%,2.45%,-0.93%
24942,1/7/2005,246,-6.23%,0.2354,0.004,5.36%,5.40%,1.54%,-5.67%
24942,1/14/2005,247,0.96%,0.2354,0.004,5.35%,5.39%,1.54%,0.92%
24942,1/21/2005,248,0.00%,0.2355,0.004,5.34%,5.38%,1.54%,0.28%
24942,1/28/2005,249,0.71%,0.2355,0.004,5.33%,5.37%,1.55%,0.61%
24951,1/7/2005,246,0.12%,0.2939,-0.002,6.30%,6.36%,1.74%,0.86%
24951,1/14/2005,247,1.74%,0.2939,-0.0019,6.29%,6.34%,1.74%,1.70%
24951,1/21/2005,248,-5.25%,0.2969,-0.0021,6.28%,6.34%,1.77%,-4.89%
24951,1/28/2005,249,-3.37%,0.2965,-0.0022,6.27%,6.33%,1.76%,-3.49%
24969,1/7/2005,246,-4.64%,0.6877,-0.0005,5.84%,6.16%,10.12%,-2.87%
24969,1/14/2005,247,0.47%,0.6877,-0.0005,5.83%,6.15%,10.12%,0.43%
24969,1/21/2005,248,1.89%,0.6859,-0.0004,5.82%,6.14%,10.07%,2.78%
24969,1/28/2005,249,-0.41%,0.6858,-0.0004,5.81%,6.12%,10.07%,-0.61%
24985,1/7/2005,246,-2.57%,0.2784,0.0032,2.66%,2.78%,8.14%,-1.89%
24985,1/14/2005,247,1.35%,0.2784,0.0032,2.66%,2.77%,8.14%,1.31%
24985,1/21/2005,248,-0.24%,0.2785,0.0032,2.65%,2.77%,8.16%,0.10%
24985,1/28/2005,249,0.83%,0.2786,0.0032,2.65%,2.76%,8.16%,0.72%
25013,1/7/2005,246,1.58%,0.4942,-0.0009,4.62%,4.83%,8.50%,2.86%
25013,1/14/2005,247,-4.29%,0.4941,-0.0011,4.62%,4.83%,8.47%,-4.33%
25013,1/21/2005,248,-1.53%,0.4947,-0.0011,4.61%,4.82%,8.49%,-0.90%
25013,1/28/2005,249,-5.60%,0.4938,-0.0013,4.61%,4.82%,8.42%,-5.76%
25072,1/7/2005,246,-2.60%,0.3566,-0.0021,3.89%,4.02%,6.40%,-1.70%
25072,1/14/2005,247,0.27%,0.3567,-0.0021,3.88%,4.01%,6.40%,0.23%
25072,1/21/2005,248,-1.63%,0.3573,-0.0022,3.87%,4.00%,6.42%,-1.19%
25072,1/28/2005,249,0.94%,0.3574,-0.0021,3.87%,4.00%,6.42%,0.81%
25081,1/7/2005,246,-2.88%,0.6852,0.0034,4.19%,4.63%,17.81%,-1.12%
25081,1/14/2005,247,-0.91%,0.6852,0.0033,4.19%,4.62%,17.80%,-0.95%
25081,1/21/2005,248,-0.89%,0.6854,0.0033,4.18%,4.61%,17.82%,0.00%
25081,1/28/2005,249,-1.96%,0.685,0.0032,4.17%,4.60%,17.79%,-2.17%
25099,1/7/2005,246,-4.24%,0.2741,0.0037,2.52%,2.64%,8.78%,-3.57%
25099,1/14/2005,247,1.76%,0.2742,0.0038,2.51%,2.63%,8.78%,1.72%
25099,1/21/2005,248,-0.66%,0.2746,0.0038,2.51%,2.63%,8.81%,-0.32%
25099,1/28/2005,249,0.29%,0.2746,0.0038,2.50%,2.62%,8.81%,0.18%
25129,1/7/2005,246,-4.82%,0.4518,0.0035,2.79%,3.07%,17.58%,-3.68%
25129,1/14/2005,247,-1.26%,0.4518,0.0034,2.78%,3.07%,17.56%,-1.30%
25129,1/21/2005,248,1.91%,0.4504,0.0035,2.78%,3.06%,17.45%,2.48%
25129,1/28/2005,249,-1.91%,0.45,0.0034,2.78%,3.06%,17.38%,-2.06%
25232,1/7/2005,246,-4.33%,0.5371,0.0044,3.32%,3.66%,17.52%,-2.96%
25232,1/14/2005,247,1.62%,0.5371,0.0045,3.31%,3.65%,17.52%,1.58%
25232,1/21/2005,248,1.99%,0.5357,0.0046,3.31%,3.64%,17.42%,2.68%
25232,1/28/2005,249,-1.82%,0.5353,0.0045,3.31%,3.64%,17.37%,-1.99%
25267,1/7/2005,246,-2.89%,0.6016,0.0011,3.05%,3.50%,24.00%,-1.35%
25267,1/14/2005,247,0.32%,0.6016,0.0011,3.04%,3.49%,24.00%,0.28%
25267,1/21/2005,248,1.50%,0.6002,0.0012,3.04%,3.49%,23.89%,2.27%
25267,1/28/2005,249,1.96%,0.6005,0.0012,3.04%,3.48%,23.89%,1.77%
25304,1/7/2005,246,-7.25%,0.8487,0.0042,3.39%,4.17%,33.70%,-5.07%
25304,1/14/2005,247,0.67%,0.8487,0.0042,3.39%,4.16%,33.70%,0.63%
25304,1/21/2005,248,-1.80%,0.8495,0.0042,3.38%,4.15%,33.74%,-0.70%
25304,1/28/2005,249,-0.20%,0.8493,0.0042,3.37%,4.14%,33.73%,-0.45%
25320,1/7/2005,246,-1.61%,0.1662,0.0007,3.37%,3.40%,1.94%,-1.21%
25320,1/14/2005,247,-1.33%,0.1662,0.0006,3.37%,3.40%,1.93%,-1.37%
25320,1/21/2005,248,0.03%,0.1661,0.0006,3.36%,3.39%,1.93%,0.22%
25320,1/28/2005,249,0.21%,0.1661,0.0006,3.35%,3.38%,1.93%,0.13%
25348,1/7/2005,246,-3.46%,0.6143,0.0006,4.07%,4.43%,15.58%,-1.89%
25348,1/14/2005,247,-1.04%,0.6142,0.0006,4.07%,4.43%,15.57%,-1.08%
25348,1/21/2005,248,-1.01%,0.6144,0.0006,4.06%,4.42%,15.59%,-0.22%
25348,1/28/2005,249,0.94%,0.6145,0.0006,4.05%,4.41%,15.59%,0.75%
25419,1/7/2005,246,-1.84%,0.9658,0.0024,3.89%,4.76%,33.39%,0.68%
25419,1/14/2005,247,1.96%,0.9658,0.0025,3.88%,4.75%,33.38%,1.92%
25419,1/21/2005,248,-2.48%,0.9668,0.0024,3.87%,4.75%,33.43%,-1.23%
25419,1/28/2005,249,-1.20%,0.9665,0.0024,3.87%,4.74%,33.40%,-1.48%
25443,1/7/2005,246,-4.37%,0.3137,0.0017,2.92%,3.05%,8.59%,-3.60%
25443,1/14/2005,247,1.40%,0.3138,0.0017,2.91%,3.05%,8.58%,1.36%
25443,1/21/2005,248,-0.29%,0.3138,0.0017,2.91%,3.04%,8.59%,0.10%
25443,1/28/2005,249,0.17%,0.3138,0.0017,2.90%,3.03%,8.59%,0.05%
25452,1/7/2005,246,1.33%,0.4515,0.0004,6.67%,6.79%,3.59%,2.49%
25452,1/14/2005,247,-0.58%,0.4515,0.0004,6.65%,6.78%,3.59%,-0.62%
25452,1/21/2005,248,2.48%,0.4496,0.0005,6.64%,6.76%,3.56%,3.05%
25452,1/28/2005,249,-1.21%,0.4494,0.0004,6.63%,6.75%,3.56%,-1.36%
25487,1/7/2005,246,-3.12%,1.218,0.003,4.75%,5.88%,34.83%,0.05%
25487,1/14/2005,247,-2.83%,1.218,0.0028,4.74%,5.87%,34.79%,-2.87%
25487,1/21/2005,248,1.00%,1.2165,0.0029,4.73%,5.86%,34.73%,2.59%
25487,1/28/2005,249,3.69%,1.2169,0.0031,4.73%,5.85%,34.71%,3.35%
25582,1/7/2005,246,-7.82%,0.8826,0.004,5.14%,5.72%,19.32%,-5.55%
25582,1/14/2005,247,2.35%,0.8826,0.0041,5.13%,5.71%,19.31%,2.31%
25582,1/21/2005,248,-7.19%,0.8868,0.0039,5.14%,5.72%,19.37%,-6.04%
25582,1/28/2005,249,16.58%,0.8892,0.0045,5.23%,5.80%,18.86%,16.32%
25590,1/7/2005,246,-4.45%,0.3411,0.002,2.73%,2.90%,11.26%,-3.60%
25590,1/14/2005,247,1.48%,0.3411,0.002,2.72%,2.89%,11.26%,1.44%
25590,1/21/2005,248,0.25%,0.3408,0.0021,2.72%,2.89%,11.25%,0.68%
25590,1/28/2005,249,-2.29%,0.3404,0.002,2.72%,2.88%,11.19%,-2.41%
25769,1/7/2005,246,-1.78%,0.4009,0.002,3.58%,3.75%,9.26%,-0.77%
25769,1/14/2005,247,3.51%,0.4009,0.0021,3.57%,3.75%,9.23%,3.47%
25769,1/21/2005,248,1.75%,0.3996,0.0022,3.57%,3.75%,9.17%,2.26%
25769,1/28/2005,249,1.36%,0.3997,0.0022,3.56%,3.74%,9.18%,1.22%
25778,1/7/2005,246,-8.15%,1.4948,0.0001,7.13%,8.30%,26.30%,-4.25%
25778,1/14/2005,247,-1.86%,1.4947,0,7.12%,8.29%,26.30%,-1.90%
25778,1/21/2005,248,0.43%,1.4932,0.0001,7.10%,8.27%,26.27%,2.39%
25778,1/28/2005,249,-6.05%,1.4922,-0.0001,7.10%,8.26%,26.18%,-6.45%
25785,1/7/2005,246,0.07%,0.8665,0,4.80%,5.40%,20.91%,2.32%
25785,1/14/2005,247,-4.03%,0.8664,-0.0002,4.80%,5.39%,20.86%,-4.07%
25785,1/21/2005,248,-6.76%,0.87,-0.0004,4.80%,5.40%,20.92%,-5.63%
25785,1/28/2005,249,0.98%,0.8701,-0.0004,4.79%,5.39%,20.93%,0.73%
25786,1/7/2005,246,-3.21%,1.4631,0.0132,26.91%,27.23%,2.34%,0.61%
25786,1/14/2005,247,9.93%,1.4632,0.0135,26.86%,27.18%,2.34%,9.89%
25786,1/21/2005,248,-1.20%,1.4637,0.0135,26.81%,27.13%,2.35%,0.72%
25786,1/28/2005,249,-1.52%,1.4632,0.0134,26.75%,27.07%,2.35%,-1.92%
25953,1/7/2005,246,-6.46%,0.8571,0.0012,3.57%,4.33%,31.87%,-4.25%
25953,1/14/2005,247,2.27%,0.8572,0.0013,3.57%,4.32%,31.84%,2.23%
25953,1/21/2005,248,-3.91%,0.8591,0.0012,3.56%,4.32%,31.89%,-2.80%
25953,1/28/2005,249,-3.55%,0.8585,0.001,3.57%,4.32%,31.76%,-3.81%
